created_at	text	STANCE CONCORDATA		
Tue Jun 08 20:24:06 +0000 2021	In pratica non dovete chiedere al vostro sistema immunitario se siete già immunizzati ma dovete seguire le indicazioni di Robertino Speranza.	5		
Mon Jun 21 14:38:45 +0000 2021	AstraZeneca e mix vaccini, il Cts respinge le accuse: “Confusione non è colpa nostra”. Ora il pressing del governo sulle mascherine https://t.co/eTOVQju64u via @fattoquotidiano	4		
Fri Mar 12 05:47:11 +0000 2021	@luca_biasi Attenzione Leggi bene quello che ho scritto non parlo del vaccino ma dei lotti a cui si fa riferimento se casi simili sono successi in diversi paesi europei Il problema non è in un singolo Lotto ma in uno degli eccipienti nella formulazione di questo vaccino	3		
Wed Jul 21 18:57:09 +0000 2021	@Napalm51 Oggi il titolare di un bar minuscolo dove abitualmente prendo il caffè,senza mascherina mi diceva che non vedeva l ora che entrasse in vigore il green pass per i bar,esponendomi una teoria strana sul contagio tra vaccinati...abitualmente cambierò bar da ieri	5		
Thu May 13 15:02:06 +0000 2021	Vaccini Lazio, weekend open day AstraZeneca over 40: iscrizioni aperte: Sabato e domenica 15-16 maggio per i nati dal 1981 https://t.co/jV7bvGCWnP https://t.co/yzJUQNAe7x	4		
Wed Jul 21 09:07:04 +0000 2021	@ProfCampagna Però a parte i no vax ci sono altre problematiche. Te lo dice un vaccinato, con unica dose di Pfizer in quanto guarito 5 mesi prima della vaccinazione. Del Green Pass nemmeno l'ombra. E non c'è verso di fare la seconda dose. Benvenuti nel limbo	1		
Sun Aug 29 09:42:42 +0000 2021	"Sacrificate i vostri figli al giornalismo. 
Meglio prete 🙂"	6		
Mon Jun 07 11:37:51 +0000 2021	Europei e vaccini: sì di Italia e Belgio, no dell’Inghilterra. Caos in Spagna, libera scelta per Francia e Svizzera https://t.co/GbNPG5fOcl	4		
Mon Mar 29 07:42:39 +0000 2021	I #magistrati se ne fottono di anziani e fragili, vogliono i #vaccini per se stessi. Una casta più pericolosa di altre.	4		
Thu Jul 08 13:24:33 +0000 2021	"il vaccino limita i rischi e basta, sta cosa di ""è inutile che mi faccio il vaccino tanto sono tutti vaccinati "" è una stronzata"	1		
Thu Jun 10 15:00:44 +0000 2021	"non una signora che dopo il vaccino se n'è uscita con ""mah la seconda dose pu fistinu"" cioè la festa patronale mi piscio addosso"	4		
Wed May 05 12:10:00 +0000 2021	"Mentre le #BigPharma registrano guadagni da capogiro, il #WTO si incontra per parlare della sospensione dei #brevetti sui #vaccini anti #Covid. Ecco cosa potrebbe succedere senza un accesso equo ai vaccini
#Covax #Omc #Oms
https://t.co/mvvyRdIeW6"	4		
Thu Jul 15 07:15:21 +0000 2021	@erprofeta2 Eh ma i vaccini sono indispensabili, ci salveranno da questo terribile raffreddore, dopo che TUTTI avranno avuto almeno 5 dosi	3		
Sun Apr 18 16:40:33 +0000 2021	"**Covid: Cottarelli, ‘pass? perchè un nuovo documento? basta burocrazia’**: Roma, 18 apr. (Adnkronos) - ""Servono 2-3 mesi per creare il pass unico per chi è vaccinato, non ha https://t.co/oPT3MpFkEl"	4		
Sat May 22 12:10:56 +0000 2021	@sciroccoxyz #novax col vaccino degli altri?	5		
Thu Aug 26 22:52:26 +0000 2021	@thisisourshotca Pro-vax. anti-mandate. anti-coercion.	6		
Wed Jun 02 08:24:46 +0000 2021	Vaccini, #armi in regalo a chi si inietta una dose: l'iniziativa del West Virginia per convincere i no vax https://t.co/QtCn7tBjxj	4		
Tue Jul 20 22:15:59 +0000 2021	"Come si chiama quella sensazione di quando vieni a sapere di un conoscente #novax della prima ora finisce in ospedale mentre i suoi parenti vaccinati non hanno neanche un raffreddore? Ah sì, ""mi ride anche il buco del culo"". #vaccinazioni #COVID19"	1		
Sun Apr 11 11:00:31 +0000 2021	"#Vaccini anti #COVID19 in Italia, aggiornamento del 11/04/2021 ore 11:28
Andamento delle somministrazioni per classe di età.
#Covid_19 #vaccinaItalia #AstraZeneca #coronavirus #pfizer #modernavaccine https://t.co/C4oHNsqpbx"	4		
Thu Sep 02 09:19:21 +0000 2021	E questo usiamo il bianchetto anche per questo finiscila di fare il pagliaccio e ritirati https://t.co/ivtLLsijOD	6		
Thu Jun 03 09:54:41 +0000 2021	Lunedì mi vaccino ma come caregiver (avevo prenotato un mese fa), che voi sappiate la seconda dose viene allungata comunque?	1		
Wed Apr 07 16:39:40 +0000 2021	@telefenoticias  (ultimo momento!!!) 😁😅😬	6		
Mon Aug 23 12:45:55 +0000 2021	"@GsSargenti @ValeNappi @FPanichi Ecco che ritorna la storia di Fauci...

https://t.co/BK97QIkd59"	6		
Tue Aug 31 16:01:08 +0000 2021	"@Lucrezi97533276 Ci vorrebbe onestà intellettuale di non limitare alla "" destra "" le pulsioni no vax di questo paese .
Erano organici ai 5 stelle 
Cunial , Bonafede , Taverna , Barillari , Conte .
Nn ricordate nulla ?
#lamemoriadelcriceto"	4		
Fri Feb 05 18:48:46 +0000 2021	#quellavoltacheDraghi trovò un neurone nel cranio di un novax	1		
Fri Aug 27 18:36:32 +0000 2021	Sono stati folgorati dalla fede sulla via di Damasco	6		
Thu May 27 11:54:39 +0000 2021	"@eneademasi I vaccinati non contagiano nessuno.
Ho finito, Vostro Onore."	5		
Mon Jul 19 20:53:37 +0000 2021	"Voi vi lamentate dei #novax ma al mondo ci sono persone che in tre ordinano una bottiglia di vino da 0.375...

#cuccioli"	4		
Mon Jul 26 13:51:16 +0000 2021	"Per me è mio fratello che in una discussione abbastanza accesa con mio papà no vax, incazzato con me perché voglio fare il vaccino, prende le mie difese e si mette a discutere con lui
(Il vaccino l'ho prenotato oggi insieme a mia mamma)"	1		
Thu Apr 01 14:33:06 +0000 2021	@RegLombardia le persone che rientrano nelle categorie definite FRAGILI in che modo possono accedere al vaccino prima degli altri?Nessuno lo dice!	4		
Sat Jun 19 18:56:22 +0000 2021	@Mr_PincoPallino HA FATTO IL VACCINO PERCHÉ ANARCHICO	5		
Sat Jul 17 11:16:41 +0000 2021	@Tritti001 @Rattlesnake64 Ma gente che da un anno e mezzo nega il covid non è novax?	5		
Tue Apr 06 11:03:01 +0000 2021	@ildpaa una malattia inventata dai NoVax	1		
Wed Jul 28 07:17:42 +0000 2021	Adi: Istanza di attivazione procedimento disciplinare per frasi di infermieri contro i no vax | Nurse Times https://t.co/nebISTzvht	4		
Tue Jun 15 22:12:56 +0000 2021	sto provando a prenotare il vaccino dall'app indovinate se ce la sto facendo https://t.co/KoOCwf0Z1Y	1		
Mon May 17 21:23:04 +0000 2021	Naaaa.. mi pare che siano pure troppi per un paese grande come un regione italiana. ...	6		
Wed Jul 21 13:23:26 +0000 2021	@borghi_claudio giusto,piuttosto,se veramente vogliono fare qualcosa,coinvolgano i medici di famiglia in modo da essere piu proattivi contattando le persone fragili che veramente beneficebbero del vaccino e lascino le dosi che vogliono iniettare inutilmente ai giovani ai fragili dei paesi poveri	2		
Sat Feb 06 05:06:07 +0000 2021	"""Ci stanno somministrando un vaccino ancora in sperimentazione, secondo l'agenzia del farmaco cinese è potenzialmente pericoloso"" ▷ Prof. Leopardi https://t.co/L3PRHKva2F"	3		
Thu Jul 15 13:21:15 +0000 2021	@Cinzia59391505 @1Marzia2 @luckyerre @Cartabellotta ma che investigazioni lo dicono i medici, incluso quelli super pro vax tipo bassetti	3		
Sun May 09 23:12:48 +0000 2021	Vaccini Napoli, 40 giorni per richiamo Pfizer e Moderna https://t.co/7BM8stKA32	4		
Sun Jul 18 12:15:39 +0000 2021	@Benni30833539 @alessan02865224 No è il vaccino porta la febbre è nella norma 😊😘	1		
Thu Mar 11 19:59:28 +0000 2021	"@PiazzapulitaLA7 Pensierino della sera:
In Italia ci sono circa 600.000 decessi all'anno su 60.000.000 abitanti. Quindi, statisticamente, dei circa 6.000.000 di persone finora vaccinate circa 60.000 non arriveranno vivi al 31 dicembre.

Ma di che cavolo stiamo parlando....?"	5		
Wed Aug 25 18:53:35 +0000 2021	"A quanto pare i #vaccini dopo 7-8 mesi iniziano a perdere efficacia.
Il governo intanto sta meditando di ampliare la validità del #greenpass da 9 a 12 mesi. https://t.co/TQLwX4zAkU"	4		
Mon Jun 14 20:32:56 +0000 2021	@Corriere Mi domando come fanno a saperlo adedso che i casi diminuiscono per la stagionalità del virus(lo dicono i virologo)..solo in autunno puoi sapere l'efficacia di un vaccino..	4		
Wed Sep 01 05:54:22 +0000 2021	"Libero e Il Giornale si sono allineati.
La Verità resta novax. https://t.co/1wCXfuUw3g"	4		
Sun Jul 04 10:34:41 +0000 2021	Speranza: 'Sfida non vinta, attenzione alle nuove varianti' - Sanità - https://t.co/qRIHQCCcTt https://t.co/OyqS6g4ylM CARO #PSICOSPERANZA  LA  BATTAGLIA  NON SARA' MAI   VINTA  FINCHE  TU  FARAI  IL  FINTO  INCAPACE  E INUTILE  MINISTRO  DELLA  SALUTE   SEI  IL  PEGGIO  MENTRE	6		
Wed Sep 01 20:26:55 +0000 2021	@rizza_francesco @sandroz_it @tajaliga Sono d’accordo. Certe manifestazioni di violenza, come per esempio negli stadi, non hanno nulla della fede calcistica, molto dell’idiozia. Lo stesso vale per i vaccini, con l’aggravante che c’è in ballo la salute pubblica, oltre che quella personale.	1		
Mon Jul 26 14:36:22 +0000 2021	"@Mauro51527007 @signori_massimo Nel mondo sono morti 4.160.000 persone che sono solo lo 0,06% della popolazione mondiale

Il vaccino e il green pass non hanno uno scopo davvero sanitario ma politico

Vogliono introdurre un regime di sorveglianza e di cittadinanza a punti più severo di quello cinese ⏰⏰⏰"	3		
Mon Jun 28 16:46:26 +0000 2021	"La ""variante"" Delta in Inghilterra colpisce i vaccinati 6 volte di più dei non vaccinati. Se hai capito l'antifona, indovina chi colpirà di più ad ottobre la variante ""gamma"" (proveniente stavolta dalla Manciuria)? https://t.co/LB6ZnQdXMA"	3		
Tue Mar 30 22:25:21 +0000 2021	Bastava un sì!	6		
Wed Mar 10 15:18:40 +0000 2021	Non mettiamoci in mezzo, complichiamo e basta!	6		
Fri Jul 16 04:34:25 +0000 2021	"Quando la finiranno di dire falsità? L'hosempre detto e sostenuto.
1 il vaccino per virus che mutano non serve.
2 il #Covid19 si cura benissimo a casa
3 siamo comunque al 70% di vaccinati ma in pratica siamo messi peggio della scorsa estate?Liberi tutti! 

https://t.co/dWKaWeP89p"	3		
Mon May 17 20:10:49 +0000 2021	Che Italia Viva chiedeva da tempo. Te pareva...	6		
Fri Jun 18 19:20:45 +0000 2021	@missdoubtfire_ Hai fatto il vaccino?	5		
Sun Jun 20 07:59:29 +0000 2021	In arrivo i primi 40 mila Green pass per i valdostani vaccinati contro il Covid https://t.co/pvayyxoPCB	4		
Tue Jul 20 18:43:52 +0000 2021	"""I giornalisti mi chiedono se sono vaccinato. Perché non chiedono a un omosessuale se è sieropositivo?""

quando non parla di minibot e di debito garantito dallo Stato, se la cava alla grande

#Borghi"	5		
Fri Mar 19 18:15:38 +0000 2021	"Ripartite le vaccinazioni AstraZeneca in Italia. Previsti turni straordinari per recuperare i ritardi. Ministero della Salute: ""Serve accelerazione forte"". Poche disdette nei centri riaperti https://t.co/yNLU147PkB"	4		
Wed Apr 28 22:42:07 +0000 2021	@GiacomoGorini Grazie per ciò che ha scritto. Verissima la cosa della comunicazione pessima su az e vaccini in genere. Io, 53 anni, fatta prima dose di az, tra poco farò la seconda. Eppure un po' ho paura.	2		
Sat Apr 03 15:19:44 +0000 2021	Spiegate una cosa : se esiste un obbligo di #vaccinazione, NON può richiedersi il consenso informato. Cosa accadrà se il sanitario, alla presenza di pubblico ufficiale, si presenta per farsi #inoculare ma NON sottoscrive la #liberatoria ? Che dicono gli #avvocati ?	3		
Mon Mar 15 23:05:21 +0000 2021	@rodcostakiwi @LaTiger1 È esattamente così. Mi piacerebbe poi sapere quanti decessi PER coronavirus e quanti invece CON coronavirus. Ma queste informazioni non le sapremo mai, importante è negare che il vaccino sia potenzialmente pericoloso.	3		
Sun Mar 21 22:13:28 +0000 2021	"Persino la dottoressa Bolgan trova che l'unico modo per uscirne sia la disobbedienza civile. I vaccini sono l'opposto di quello che vogliono farci credere.
https://t.co/pmg96YK2um"	3		
Tue May 04 21:07:24 +0000 2021	"@pierpi13 È sicuramente meglio"" dopo il vaccino ""...sicuramente"	4		
Sun Sep 05 22:54:47 +0000 2021	Covid, uno studio conferma: l’efficacia del vaccino mRna cala in 6 mesi https://t.co/bhmR765sJZ #saluteinforma #salute https://t.co/Moivx5oqFN	4		
Tue Jun 22 06:40:58 +0000 2021	"Il vaccinato infetta. E adesso come la mettiamo?"" https://t.co/79cOdOr1ud 10"	3		
Thu Jun 03 13:49:48 +0000 2021	@antoviaEmilia Antò meno male che i vaccini non sono intramuscolari sulla natica, altrimenti ti dovevo bloccare😖😖	4		
Thu Jun 10 13:12:47 +0000 2021	@pierodallerive @ECorsari @megalophrosyne @IlariaBifarini Guarda che è pieno di fully vaxxed che si beccano il covid lo stesso. Se poi ci aggiungi gli effetti avversi...vedremo da ottobre contro le varianti, quale sarà la reale efficacia. In GB stanno già aumentando i casi e hanno un numero di vaccinati altissimo.	3		
Sat May 08 04:22:00 +0000 2021	@Sarita_Libre Si può fare ma dei soldi risparmiati con i NO-VAX che ne facciamo?	1		
Tue Jul 13 17:43:09 +0000 2021	"Quarta dose obbligatoria?
Non scherziamo."	3		
Sun Aug 29 10:49:32 +0000 2021	Green pass, Ricciardi: “Solo per vaccinati e guariti, tampone non può bastare” https://t.co/O9ov2yxWmU https://t.co/T50dbWyS3U	4		
Mon Mar 15 21:28:34 +0000 2021	"Rimane il problema di spiegare che la vaccinazione a rischio zero NON ESISTE. Lo dice la stessa ema quando parla di ""benefici maggiori dei rischi"". I rischi di effetti collaterali non sono esclusi. Come in qualsiasi situazione. Bisogna far passare assolutamente questo messaggio."	2		
Mon Aug 23 09:30:41 +0000 2021	"@biif Al 110%.
In omaggio se ti vaccini Patuanelli ti paga l'efficientamento energetico. 

Citofonare @rubino7004 per dettagli tecnici e @giuslit per la semplicissima pratica Bonus...

😎"	4		
Sun Mar 28 07:40:13 +0000 2021	@barbarab1974 Però ci danno un’arma. Unitevi più che mai voi medici e rifiutate il vaccino. Vedremo se vi sospenderanno. I psicologicamente compromessi da Covid andranno all’estero a curarsi.	3		
Sun Sep 05 21:22:07 +0000 2021	ma a me sapete una cosa? avete rotto proprio il cazz0	6		
Wed May 19 19:07:40 +0000 2021	@RedOlliePop Vaccine??	6		
Wed Aug 25 11:28:50 +0000 2021	"Le farmacie veronesi sono tra le più virtuose a livello regionale per numero di inoculazioni effettuate: 3637 le dosi somministrate dall'inizio della campagna. Vecchioni: «Soddisfatti dell'apprezzamento da parte della popolazione».

Leggi sul sito: https://t.co/yS0p4kMPxr"	1		
Sun Mar 28 16:25:37 +0000 2021	@marcoforn C’è stata molta politicizzazione in questa epidemia. Il vaccino è diventato merce di scambio di voti, ed è stato sacrificato il diritto alla salute dei più fragili. Questo è molto triste.	4		
Sun Apr 25 10:45:42 +0000 2021	"@MattdeCastello @CristianNovelli @GiuseppeConteIT Il lockdown inglese non è stato ""più duro e più lungo"". Le loro norme erano molto più sopportabili delle nostre (vedasi immagine) e le chiusure delle scuole sono state molto più limitate. Però hanno vaccinato presto e bene. https://t.co/KqPxJ0AgrO"	1		
Fri Aug 27 17:05:57 +0000 2021	@25O319 Eh già... perché finora, andando in giro, mi hanno chiesto le vaccinazioni fatte.... certo... 🤦🏼	4		
Fri Jul 23 17:16:41 +0000 2021	"Razza di mongoloide … discriminazione?! 
Un vaccino accessibile a chiunque gratuitamente … vai a cagare"	1		
Sat Jul 24 06:01:30 +0000 2021	"Zaia: «Le sospensioni dei sanitari che non si sono ancora vaccinati sono state congelate perché manca personale per sostituirli»

Chi l'avrebbe mai potuto immaginare!? 🙄
#greenpass psichiatrico e titolo di studio a punti, così rilanciamo società e mondo del lavoro.

#24luglio"	5		
Thu Feb 04 02:31:49 +0000 2021	Pero arrobale @FSagasti	6		
Tue Mar 30 14:37:54 +0000 2021	@robersperanza ancora ad oggi i miei cari non sono stati ne vaccinati ne chiamati da nessuno mia mamma di 92 anni e mio zio infermo di 89 la stampa tace e la toscana tace una vergogna infinita ( siamo di Firenze) il #governodeipeggiori	1		
Sun Mar 21 14:26:33 +0000 2021	"@chiaberger Siamo passati da ""la scuola è una priorità"" a ""guarda a 'sti insegnanti, 3 mesi di ferie e fanno pure il vaccino""..."	4		
Tue Aug 31 12:21:20 +0000 2021	@mariolavia @AngelaAngelmi Gratuito o cazz ,lo paghiamo anche sulla assicurazione RCA. E poi a tutti i vaccinati che ribeccano  il virus ......gli facciamo pagare anche il costo del flaconcino di merda che si iniettano?	3		
Mon Mar 22 12:25:32 +0000 2021	@MD___House Anche io ho fatto questo. Perché di questo vaccino non se ne sente parlare?	5		
Wed Jul 21 19:34:09 +0000 2021	@AlexTebi Quindi ti sei vaccinato per cosa? Dubito che tu l'abbia fatto sapendo che avresti corso il rischio di morire lo stesso. Dai.	3		
Tue May 18 09:23:16 +0000 2021	"@BarbaraRaval Chissà perchè omettono sempre il fatto che c'è stata una vaccinazione poco prima del decesso..""nessuna correlazione ""
Però se muori in un incidente stradale e sei risultato positivo(falso probabilmente, visto che fanno più di 20 cicli di pcr) ,diventi magicamente un morto covid."	3		
Sun Mar 14 06:48:57 +0000 2021	"@GiovanniToti Questa legge regionale sarebbe incostituzionale. Io ci penserei bene perché il popolo non può sopportare altre vessazioni. E gli errori si pagano in tribunale, prima o poi.
Per esempio, non si adottano provvedimenti alla leggera sulla pelle della gente. Sa cosa sia qst vaccino?👇"	3		
Wed Mar 31 11:55:52 +0000 2021	@MaxLap7 @runner_me_ @Edoenonsolo @aspide_l Paolo studia. Ultimo suo thread sui vaccini da urlo. Imperdibile	4		
Mon Aug 23 13:15:39 +0000 2021	@LaBombetta76 @Corriere No, l'anno scorso non vaccinati c'erano meno contagi, punto, se anche scendono si parla di numeri molto più grandi dell'anno scorso, io mi sto riferendo ai numeri di questo articolo, non so che articolo abbia letto lei.	3		
Sun Jul 18 16:44:56 +0000 2021	I dati che preoccupano l’inventore del vaccino mRNA (imprtanti e vietati ai virologi da TV) https://t.co/8Gy2QOaHg9 #news #feedly	3		
Sat Jul 17 15:53:51 +0000 2021	"Io non deploro chi si inocula il siero, se poi muoiono comunque di covid o di nessuna correlazione mi dispiace per loro.
#sottilidifferenze"	3		
Mon Aug 30 21:49:35 +0000 2021	@sbonaccini E certo,gli rompete i cogljoni da mattina a sera con restrizioni assurde e senza verità...o ti vaccini o resti isolato. Siete vergognosi	3		
Thu Sep 02 04:07:28 +0000 2021	@YesIKnowMyWay65 Saranno gli ultimi. Per ora si sono vaccinati.	5		
Sat Jul 10 08:26:36 +0000 2021	BioNtech e Pfizer hanno sviluppato un vaccino per la variante Delta e vogliono verificarne l'efficacia. Le aziende chiederanno l'autorizzazione alla Food and Drug Administration statunitense per una terza dose di richiamo, ma per l'FDA due inoculazioni sono sufficienti.	4		
Sat Jul 03 22:55:05 +0000 2021	"@KEY37547072 @BarillariDav L'unica causa di cui ho trovato il link è questa, e mi sembra già molto interessante. Il costo è abbordabile, vista l'altezza dell'obiettivo:
https://t.co/hQkEALk0JZ"	6		
Thu Jul 22 20:24:51 +0000 2021	@zorogat @PabrabraB @LupodiBrughiera Ho paura che sarà molto molto peggio. Vedere i 2 paesi del Sud America con altissimi tassi di vaccinazione, e Israele e UK...c'è il rischio di richiudere, a meno che l'immunità naturale non abbia raggiunto valori elevati...ma non saprei stimarla ad oggi	4		
Sat Jul 17 09:26:12 +0000 2021	@ixPat1 @MMalanzoni @alf54 @lucatelese Io non  ho mai parlato di sieri e non è il termine che conferisce o meno la funzionalità. Sto dicendo altro, ovvero che i vaccini sono tutti sperimentali per cui non si conoscono gli effetti a medio e lungo termine, mentre a breve vediamo decessi e ricoveri eccessivi...	3		
Thu Mar 25 16:48:47 +0000 2021	🤡l’università che tramite email rimanda la somministrazione del vaccino a data da stabilire il giorno prima, letteralmente 10minuti prima del mio arrivo (sono fuorisede), dopo 2h di treno e 9,60€ di biglietto di sola andata 🤡	4		
Mon Jul 19 12:09:24 +0000 2021	@barbarab1974 brava Barbara, a me hanno comunicato via SMS che potevo prenotarmi per  vaccinarmi essendo secondo loro un soggetto fragile….sono stato educato….ma il mio vaccino lo lascio a speranza….	3		
Fri Aug 20 11:27:07 +0000 2021	"Il presidente Mattarella è intervenuto alla convention annuale di Comunione e Liberazione. Si è espresso in modo netto sui vaccini, ricordando anche le parole di papa Francesco. 
#Covid19 #Vaccini
https://t.co/TxuEP3PuXy"	1		
Mon Mar 15 19:22:32 +0000 2021	L'ultima volta che abbiamo seguito la Germania è  andata malissimo eh.	6		
Mon Apr 19 07:56:53 +0000 2021	@Kataklinsmann Criscitello potrebbe farmi diventare NOVAX in 4 ore.	4		
Thu Jun 17 21:02:28 +0000 2021	@539th In pratica tutti i Russi vaccinati risiedono a Mosca? 🤔 https://t.co/AMtgathe6T	4		
Fri Mar 19 09:14:40 +0000 2021	Medico: “AstraZeneca causa coaguli di sangue”. Norvegia non riprende vaccinazione https://t.co/WS96QQsVUn	3		
Thu Apr 01 05:25:17 +0000 2021	@matteosalvinimi Inoltre a fronte degli anziani over 80 e dai 70 ai 79 anni che è la fascia meno vaccinata e qui bisogna correre davvero bisogna fare una vaccinazione parallela con farmacisti cliniche privati per la popolazione più giovane dai 18 anni in su che è fondamentale vaccjnare	1		
Mon Jun 07 13:42:17 +0000 2021	"https://t.co/ZcC7aMFnXN
La proteina Spike entra in circolo nel sangue e forti percentuali sono state riscontrate nella milza, nel cuore e nelle ovaie di coloro che si sono sottoposti al vaccino. Un gruppo campione di 13 sanitari. 11/13!"	3		
Thu Jul 15 07:30:34 +0000 2021	"@Corriere Finitela di fare disinformazione!
In ospedale oltre al #greenpass richiedono tampone negativo per assistenza post-parto…
Quind il vs. #greenpass e le vs. vaccinazioni non servono ad un cazzo!"	3		
Sat Mar 27 11:05:07 +0000 2021	"CANAVESE - A che punto siamo con i vaccini anti covid nella nostra zona? I numeri dell'Asl To4 e le prossime date da segnare sul calendario
  https://t.co/efyV59WsIj"	4		
Sun Apr 18 10:10:43 +0000 2021	"@doomboy @assurdistan un po’ hanno anche ragione:non è che uno si debba assembrare perché hanno riaperto, però con i numeri attuali delle vaccinazioni fatte questa scelta è un azzardo più che un ragionamento;speriamo solo nell’arrivo delle temperature alte."	4		
Sat Jul 24 09:38:00 +0000 2021	"@maurogab1 @rej_panta Cosa del mio discorso ti ha fatto evincere che bisogna fare dei lager?
Cerchi di rendere inutile il mio discorso estremizzandolo all inverosimile?
Io sono vaccinato e sto bene, mio padre,  madre, nonna, zii e cugini, amici vaccinati e stanno tutti bene.

Non potete vaccinarvi?"	1		
Sat Apr 10 05:56:40 +0000 2021	"L'#autopsia su Francesca Tuscano, l'#insegnante di 32 anni deceduta il giorno di #Pasqua, ha confermato la #morte per un quadro ""#trombotico ed emorragico cerebrale"". Alla giovane era stato inoculato il #vaccino #AstraZeneca il 22 marzo. Al momento non sarebbero emerse anomalie. https://t.co/5uZ7cfGSu2"	3		
Thu Sep 02 21:04:30 +0000 2021	@marcolfa_doc @borghi_claudio ma cosa c'entra con l'obbligo di vaccinazione per tutti i cittadini che vuole introdurre il nostro governo con il Kazakistan?	4		
Wed Jun 02 07:02:46 +0000 2021	@Stella82178745 Tralasciando lo squallore dell’ uso del dolore altrui per provare una teoria del cazzo...Ma una ragazza di 22 anni già vaccinata, evidentemente rientrava già nei soggetti fragili e a rischio, non ci vuole un genio per capire che non si possa imputare qualsiasi cosa al vaccino	1		
Thu Mar 25 20:59:53 +0000 2021	"Docente in gravi condizioni al Policlinico, le era stato somministrato Astrazeneca: scatta la segnalazione all'Aifa
https://t.co/VrwvakBWxi"	3		
Tue Jul 13 12:54:54 +0000 2021	"@PenelopeVr46 Da uno che parla di dittatura sanitaria non mi aspettavo certamente un commento sensato.
P.S. quale vaccino ha usato Israele? Qual è la sua efficacia sulla variante delta? Quanti positivi e vaccinati hanno sintomi? E quanti sono sintomi gravi? Tasso di ospedalizzazione"	1		
Sun Jul 25 15:23:33 +0000 2021	"@fattoquotidiano Avvisiamo la signora Merkel che la parola ""immunizzato"" per chi si è vaccinato, non si può più usare.Covid, contagiati in 20 su 360 sulla nave scuola Amerigo Vespucci, la Marina militare: «Sono tutti vaccinati»  https://t.co/1mUKfkurzO"	3		
Sun Jul 18 13:07:29 +0000 2021	"Sono sempre più convinta che è quello che si vuole ottenere.
Una guerra tra poveri e il ricco ne approfitta."	6		
Fri Jun 11 07:16:27 +0000 2021	@tatonissimo @Tatolina321 anche, certo. Eppure mi pare che anche nel nostro ricco, ospedalizzante, ben nutrito, vitaminizzato paese senza i vaccini non è che stavamo messi bene.	1		
Mon Aug 23 20:53:44 +0000 2021	"A #controcorrente #Fedriga nega che il vaccino crei le nuove varianti.
Poi ""io sono favorevole alle scelte del governo fino ad oggi compreso il #greenpass "".

Il centrodestra che dovremmo votare."	3		
Wed Jul 14 09:48:09 +0000 2021	E chi cazzo scherza	6		
Mon Apr 12 09:44:24 +0000 2021	erano 10 ... siamo a 8	6		
Wed May 19 21:30:25 +0000 2021	@sole24ore Sono ridicole queste notizie. Perché non pubblicate il numero dei cittadini pugliesi non ancora vaccinati? Scoprirete un mondo diverso rispetto ai racconti dei politici!	4		
Tue Jun 01 18:57:22 +0000 2021	@GiacomoGorini Ma di che parla? Come se qui ik problema fosse la gente e non come è stata gestita l'epidemia, vaccinazioni comprese	4		
Wed Feb 24 06:47:23 +0000 2021	"Mo pure fanpage fa i #tcrai?!
E per fortuna che non siamo sotto elezioni, altrimenti i 15 km nonna Livia li avrebbe fatti ""per andare a votare perché ama la democrazia"" 🤮"	6		
Tue Apr 06 15:38:52 +0000 2021	Hanno visto un maresciallo con una forma di vaccini sotto braccio.	5		
Sat Jun 19 09:56:21 +0000 2021	@LorianoRagni @ImolaOggi ma quale grande se questo mong è favorevole lla vaccinazione di massa	3		
Mon Mar 15 21:14:46 +0000 2021	Questa finisce a mangiare pure il pesce oltre ad essersi fatta pure tutti i vaccini #dissisola	5		
Tue Mar 23 19:59:32 +0000 2021	@AnnaKlcv Ammettiamo che li stiano proteggendo per esami e il nuovo anno. Ma resta il punto che i ragazzi potranno tornare a casa senza grossi sintomi ma contagiosi per la famiglia. Quindi vaccinare gli insegnanti non risolve il problema. Ammesso che poi il vaccino blocchi il contagio. 1/	2		
Sun Jul 11 09:26:11 +0000 2021	"🇮🇹
#CORONAVIRUS
#VACCINAZIONE

TROPPI DUBBI‼️

INTANTO GRAZIE AI RICATTI LA SPERIMENTAZIONE CONTINUA
E IN AUTUNNO
AVREMO I RISULTATI"	3		
Tue Jul 27 10:16:21 +0000 2021	@AnStorti La roba del contact tracing va avanti da mesi. È una vergogna ma adesso la colpa ce l'ha pure il governo. Non puoi aprire tutto e poi imporre quarantena per i vaccinati. È un controsenso	4		
Fri Apr 09 18:54:19 +0000 2021	L'#europa (450 milioni di abitanti( prenota 1.8 miliardi di vaccini...mettiamoci l'animo in pace, ce ne toccano 4 a testa per i prossimi anni!	3		
Sat Jul 17 09:09:22 +0000 2021	"Ecco la prima denuncia contro la Rai per la disinformazione su vaccini e cure domiciliari"" https://t.co/Poy91QcJ9z 8"	3		
Sun Feb 21 08:55:48 +0000 2021	@lenuccia82 La categoria da te descritta può venire vaccinata contemporaneamente agli insegnanti per esempio	4		
Sun May 16 03:01:47 +0000 2021	L'idea per il futuro di creare un vaccino che possa proteggere contemporaneamente da più coronavirus e più varianti del Sars-Cov-2. Lo studio, in una fase molto iniziale e su animali, ha mostrato primi risultati favorevoli. https://t.co/eG7vUL5UtR	1		
